,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
327,4.73148005863213e-193,1.3173221697978,0.967,0.588,1.10186707605425e-188,12,Cd83
328,1.09352817887772e-133,1.29405198673628,0.789,0.579,2.54660842297044e-129,12,Tmem131
329,7.13929105038262e-102,1.26281304007887,0.489,0.189,1.6625980998131e-97,12,Htr7
330,3.62304628205833e-207,1.19668600010242,0.923,0.46,8.43735018165744e-203,12,Atp6v0a1
331,3.0352008607959e-67,1.17174106934883,0.491,0.202,7.06837576462149e-63,12,Nr4a3
332,2.51413164204236e-157,1.17006310479449,0.874,0.532,5.85490976798826e-153,12,Zc3h12d
333,3.92026042020278e-174,1.16450701009098,0.888,0.599,9.12950246656822e-170,12,Rapgef2
334,8.9818043690675e-175,1.16170646866237,0.875,0.501,2.09168260146844e-170,12,Rab30
335,9.50056153451769e-203,1.11494474558206,0.98,0.745,2.21249077015848e-198,12,Fam129a
336,1.94492695682543e-168,1.11393185558186,0.976,0.773,4.52934589705506e-164,12,Cytip
337,7.68535089306982e-166,1.11247236513793,0.807,0.369,1.7897645159781e-161,12,Hmgcs1
338,8.33572225003264e-140,1.06728467406094,0.809,0.421,1.9412229975876e-135,12,Sertad2
339,2.35348347094276e-133,1.06620492104739,0.688,0.333,5.48079230713151e-129,12,Acvr2a
340,1.22905222783303e-186,1.06609161482406,0.984,0.768,2.86221682817757e-182,12,Tbc1d1
341,0,4.3149508780906,0.72,0.017,0,14,Gm2682
342,0,3.49025618784198,0.885,0.086,0,14,Ms4a4b
343,0,3.26862793890112,0.701,0.024,0,14,Ncr1
344,3.81393293014578e-119,3.24742373220873,0.182,0.003,8.88188700772349e-115,14,Gzma
345,0,3.24185655312807,0.761,0.156,0,14,Klrk1
346,0,3.23017906432732,0.91,0.105,0,14,Skap1
347,0,3.09205143130129,0.861,0.131,0,14,Cd226
348,0,2.88393959093237,0.706,0.044,0,14,Klrb1c
349,0,2.76326355434813,0.845,0.076,0,14,Gimap4
350,0,2.73512768512753,0.697,0.011,0,14,Nkg7
351,0,2.56843467277875,0.826,0.119,0,14,Il2rb
352,2.10450380462704e-301,2.52498353721822,0.634,0.156,4.90096846021545e-297,14,Klrd1
353,4.32657068562879e-217,2.5028028309339,0.501,0.044,1.00757178126923e-212,14,Kcnq5
354,0,2.48987992166094,0.971,0.289,0,14,Ripor2
355,0,2.34285583126752,0.456,0.005,0,14,Xcl1
356,0,2.31955955267327,0.867,0.133,0,14,Gimap3
357,3.77750685436912e-262,2.26601698360899,0.773,0.22,8.7970579624548e-258,14,Ikzf2
358,4.67616514410359e-215,2.26485521637448,0.599,0.184,1.08898533875884e-210,14,Gm36723
359,0,2.25713209249029,0.834,0.148,0,14,Txk
360,0,2.19703694387718,0.91,0.188,0,14,Gimap6
361,0,2.15606780280637,0.914,0.244,0,14,Ets1
362,0,2.11617890970059,0.883,0.393,0,14,Pitpnc1
363,0,2.11290927106186,0.75,0.058,0,14,Prkcq
364,5.51025288392734e-317,1.93074399695118,0.425,0.005,1.283227691609e-312,14,Klrc1
365,1.83345218195798e-311,1.86404161248547,0.45,0.013,4.26974344134374e-307,14,Sidt1
366,5.46531998577363e-302,1.86301186392388,0.808,0.239,1.27276371828696e-297,14,Satb1
367,0,1.8489885580837,0.732,0.186,0,14,Ugcg
368,0,1.83612183849007,0.658,0.038,0,14,Ctsw
369,2.30043955366462e-251,1.81885301530211,0.705,0.134,5.35726363257418e-247,14,Il18rap
370,3.66287285435023e-269,1.7760722263654,0.838,0.175,8.53009830321081e-265,14,Ablim1
371,0,4.08016487304281,0.983,0.009,0,15,Ly6d
372,0,4.0594159226182,0.593,0.005,0,15,Agbl1
373,0,3.4862180993024,0.908,0.063,0,15,Bank1
374,0,3.41023570880474,0.998,0.009,0,15,Cd79a
375,0,3.39743442857066,0.969,0.181,0,15,Ebf1
376,0,3.26398939341744,0.969,0.008,0,15,Iglc3
377,0,3.21631648179823,0.896,0.016,0,15,Tmem163
378,0,3.21031760375529,0.972,0.025,0,15,Ms4a1
379,0,3.10611242984459,0.991,0.266,0,15,Aff3
380,0,3.05415809007113,0.962,0.002,0,15,Fcmr
381,0,2.99798146470997,0.79,0.014,0,15,Sox5
382,0,2.98214097277956,0.969,0.114,0,15,Cd79b
383,0,2.95775928694501,0.879,0.038,0,15,Cacna1e
384,0,2.88387466116424,0.844,0.007,0,15,Arhgap24
385,0,2.75324787683455,0.979,0.252,0,15,Myo1e
386,0,2.67544365982894,0.872,0.011,0,15,Bcar3
387,0,2.66640641985299,0.903,0.019,0,15,Blk
388,0,2.62964638276935,0.929,0.048,0,15,Ikzf3
389,0,2.55565843253327,0.939,0.002,0,15,Pax5
390,3.37606385659203e-256,2.5345298247178,0.87,0.236,7.86217750923153e-252,15,Inpp4b
391,0,2.39745515274829,0.898,0.07,0,15,Cd38
392,0,2.37345548405707,0.934,0.188,0,15,Sh3bp5
393,0,2.33920352063067,0.823,0.154,0,15,Pstpip2
394,0,2.32128702312237,0.972,0.458,0,15,Camk2d
395,0,2.26740173398165,0.764,0.026,0,15,Gm8369
396,0,2.25720230611047,0.809,0.029,0,15,Cmah
397,0,2.21579049297007,0.965,0.276,0,15,Cd37
398,0,2.1830301912922,0.884,0.033,0,15,Blnk
399,1.83803054558494e-251,2.11995187688388,0.794,0.181,4.2804055345582e-247,15,Bach2
400,2.63365768433959e-298,2.10625868456615,0.757,0.187,6.13326201529004e-294,15,E330020D12Rik
401,0,3.38666265824565,0.992,0.067,0,16,Stmn1
402,0,3.32205065982725,1,0.64,0,16,Hmgb2
403,0,3.06874576481892,0.955,0.063,0,16,Top2a
404,0,3.03088932053845,0.934,0.027,0,16,Pclaf
405,0,2.92797561975918,0.738,0.046,0,16,Hist1h1b
406,0,2.64954021323265,0.958,0.07,0,16,Mki67
407,4.12362657214476e-316,2.267075289638,1,0.903,9.60310156121071e-312,16,Ptma
408,0,2.22460957131255,0.844,0.018,0,16,Birc5
409,0,2.17442540636581,0.939,0.116,0,16,Diaph3
410,5.07531561555719e-305,2.04873850146718,0.873,0.201,1.18193950055096e-300,16,Pola1
411,0,2.01856664457698,0.81,0.033,0,16,Nusap1
412,1.65783843715677e-313,1.98285405665894,0.672,0.023,3.86077415245068e-309,16,Ube2c
413,0,1.9522965851062,0.796,0.012,0,16,Kif11
414,0,1.90817777961621,0.839,0.118,0,16,H2afx
415,0,1.88054066957719,0.876,0.032,0,16,Kif15
416,0,1.86545993796102,1,0.814,0,16,Tubb5
417,0,1.81333130104675,0.952,0.434,0,16,Tuba1b
418,0,1.79953926854043,0.934,0.158,0,16,Cks1b
419,3.08224829420645e-318,1.79682813994786,0.873,0.21,7.17793982754798e-314,16,Atad2
420,0,1.78865841876541,0.947,0.221,0,16,Lmnb1
421,0,1.78849812992813,0.995,0.728,0,16,Hmgb1
422,0,1.78554921441917,0.839,0.03,0,16,Knl1
423,2.80107703405766e-271,1.77712679577367,0.825,0.214,6.52314819691348e-267,16,Dut
424,0,1.74997305176842,0.984,0.507,0,16,Tmpo
425,0,1.7182978751979,0.664,0.011,0,16,Cenpf
426,0,1.71337466844638,0.939,0.14,0,16,Smc2
427,7.7303695847847e-275,1.713158387504,0.817,0.133,1.80024846890466e-270,16,Cks2
428,2.36446080964549e-212,1.68470715046841,0.598,0.066,5.50635633350242e-208,16,Cenpa
429,2.06279404787473e-290,1.67386421419581,0.622,0.043,4.80383477869068e-286,16,Hist1h2ae
430,1.86102944789111e-309,1.66843157791589,0.96,0.381,4.33396537824882e-305,16,Smc4
431,0,5.30125804744837,0.606,0.026,0,17,Nrg1
432,0,4.98369592351726,0.687,0.011,0,17,Nrxn1
433,7.77543315263345e-158,4.05551938249992,0.368,0.009,1.81074287258528e-153,17,Csmd1
434,0,3.70999078170305,0.883,0.33,0,17,Dpp10
435,1.82085740334931e-295,3.6719385565365,0.86,0.159,4.24041272091987e-291,17,Fhit
436,9.07092867949457e-226,3.64331851765475,0.537,0.011,2.11243787088069e-221,17,Syt1
437,0,3.52951653661129,0.681,0.008,0,17,B3galt1
438,1.18521928168886e-192,3.09417798484529,0.717,0.107,2.76013866319702e-188,17,Cdh2
439,1.03088850808979e-143,3.04057644746471,0.378,0.01,2.4007331576395e-139,17,Cadm2
440,0,3.00949579542809,0.795,0.042,0,17,Sh2d4a
441,1.92576947934479e-250,2.77406021606344,0.805,0.066,4.48473196349815e-246,17,Mir99ahg
442,5.0815462810288e-280,2.75743003122863,0.664,0.018,1.18339049792599e-275,17,Pappa2
443,3.9836180110761e-306,2.70448487373923,0.71,0.036,9.27704962419401e-302,17,Atp1b1
444,0,2.56639799039778,0.642,0.002,0,17,Has2
445,6.6410087506237e-220,2.56198524697241,0.915,0.269,1.54655811784525e-215,17,Ube2e2
446,2.23366076489483e-218,2.53552969982476,0.951,0.233,5.20174918928709e-214,17,Gria3
447,6.23527905795154e-267,2.45122064131695,0.661,0.021,1.45207178701575e-262,17,Sdk1
448,8.71291716866046e-281,2.30401717447538,0.661,0.017,2.02906415023765e-276,17,Magi1
449,3.72833042160093e-206,2.24476865491295,0.896,0.155,8.68253588582426e-202,17,Pard3b
450,2.31810782631497e-177,2.24160093789076,0.58,0.051,5.3984095059223e-173,17,Pde1c
451,4.7280674000022e-157,2.21812098601643,0.635,0.062,1.10107233611251e-152,17,Esrrg
452,2.3608921850486e-152,2.17495944877655,0.736,0.124,5.49804572054119e-148,17,Auts2
453,6.12283901741136e-302,2.16282128705875,0.609,0.009,1.42588675037476e-297,17,Kif21a
454,6.87095408359499e-228,2.15333460859221,0.72,0.044,1.6001077869876e-223,17,Tmem132c
455,2.10091208626091e-252,2.14852487839645,0.469,0.002,4.8926040664844e-248,17,Ncam1
456,2.99046848621037e-220,2.142949376391,0.837,0.297,6.96420301068671e-216,17,Plekhg1
